PedidoEnviado;Barra;Qtd_Pedido;DataPedido;Qtd_Atendida;Qtd_Atendida_Not;NumeroNotaPedido;Observacao
18096096;7896658003554;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096096;7896658010286;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096096;7896658016653;1;14/04/2022;1;1;00000000000018183969;ATENDIDO
18096096;7896658019531;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096096;7896658021381;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096096;7896658034220;1;14/04/2022;1;1;00000000000018183969;ATENDIDO
18096096;7896658036989;1;14/04/2022;1;1;00000000000018183969;ATENDIDO
18096097;7896658001116;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095819;7896181920410;1;14/04/2022;1;1;00000000000006887701;ATENDIDO
18095819;7896658026195;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095826;7896658029608;10;14/04/2022;0;;;CLIENTE BLOQUEADO
18095830;7896658001116;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095830;7896658008801;2;14/04/2022;2;2;00000000000018785514;ATENDIDO
18095847;7896181921011;1;14/04/2022;1;1;00000000000018184030;ATENDIDO
18095848;7896658033568;1;14/04/2022;0;;;LIMITE DE CRÉDITO EXCEDIDO
18095853;7896658002120;4;14/04/2022;0;;;FALTA DE ESTOQUE
18095853;7896658008788;3;14/04/2022;3;3;00000000000006887139;ATENDIDO
18095853;7896658019531;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095853;7896658037009;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095854;7896658009532;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095854;7896658012402;1;14/04/2022;1;1;00000000000006884268;ATENDIDO
18095855;7896658007286;1;14/04/2022;1;1;00000000000018784679;ATENDIDO
18095855;7896658008788;2;14/04/2022;2;2;00000000000018784679;ATENDIDO
18095855;7896658021640;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095855;7896658026195;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095857;7896658003554;3;14/04/2022;3;3;00000000000004430928;ATENDIDO
18095866;7896181913542;3;14/04/2022;0;;;PRODUTO DESCONTINUADO
18095866;7896181915225;3;14/04/2022;3;3;00000000000008283909;ATENDIDO
18095866;7896181918431;3;14/04/2022;3;3;00000000000008283909;ATENDIDO
18095866;7896181918707;3;14/04/2022;3;3;00000000000008283909;ATENDIDO
18095866;7896181924098;3;14/04/2022;0;;;FALTA DE ESTOQUE
18095870;7896181901006;20;14/04/2022;20;20;00000000000008283747;ATENDIDO
18095870;7896181909293;3;14/04/2022;3;3;00000000000008283747;ATENDIDO
18095884;7896181918943;1;14/04/2022;1;1;00000000000016079988;ATENDIDO
18095884;7896658036989;1;14/04/2022;1;1;00000000000016079988;ATENDIDO
18095918;7896658001765;1;14/04/2022;1;1;00000000000006887594;ATENDIDO
18095918;7896658022876;1;14/04/2022;1;1;00000000000006887594;ATENDIDO
18095944;7896658023361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095944;7896658026850;8;14/04/2022;0;;;FALTA DE ESTOQUE
18095944;7896658035944;5;14/04/2022;0;;;FALTA DE ESTOQUE
18095960;7896658038129;1;14/04/2022;0;;;CLIENTE BLOQUEADO
18095972;7896181914280;6;14/04/2022;0;;;FALTA DE ESTOQUE
18095975;7896658010170;1;14/04/2022;1;1;00000000000016729070;ATENDIDO
18095975;7896658036019;2;14/04/2022;2;2;00000000000016729070;ATENDIDO
18095975;7896658038112;1;14/04/2022;1;1;00000000000016729070;ATENDIDO
18095987;7896658038112;5;14/04/2022;0;;;CLIENTE BLOQUEADO
18095987;7896658038129;1;14/04/2022;0;;;CLIENTE BLOQUEADO
18095996;7896658005435;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095996;7896658023224;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096003;7896181913719;1;14/04/2022;1;1;00000000000018794056;ATENDIDO
18096003;7896658002120;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096005;7896658002946;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096005;7896658032431;1;14/04/2022;1;;;ATENDIDO
18096011;7896658003554;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096011;7896658007040;1;14/04/2022;1;1;00000000000006884637;ATENDIDO
18096016;7896658007309;1;14/04/2022;1;1;00000000000016722800;ATENDIDO
18096016;7896658008801;2;14/04/2022;2;2;00000000000016722800;ATENDIDO
18096016;7896658023354;1;14/04/2022;1;1;00000000000016722800;ATENDIDO
18096021;7896658038129;1;14/04/2022;0;;;CLIENTE BLOQUEADO
18096027;7896181924098;12;14/04/2022;0;;;FALTA DE ESTOQUE
18096028;7896181914303;25;14/04/2022;0;;;FALTA DE ESTOQUE
18096033;7896181902386;2;14/04/2022;2;2;00000000000006887420;ATENDIDO
18096033;7896658002700;2;14/04/2022;2;2;00000000000006887420;ATENDIDO
18096033;7896658003141;1;14/04/2022;1;1;00000000000006887420;ATENDIDO
18096033;7896658020988;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096033;7896658035272;1;14/04/2022;1;1;00000000000006887420;ATENDIDO
18096033;7896658036057;2;14/04/2022;2;2;00000000000006887420;ATENDIDO
18096047;7896658003653;1;14/04/2022;1;1;00000000000018791949;ATENDIDO
18096058;7896658006401;3;14/04/2022;3;3;00000000000006884233;ATENDIDO
18096065;7896658002953;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096065;7896658003653;1;14/04/2022;1;1;00000000000004431257;ATENDIDO
18096066;7896658000652;2;14/04/2022;2;2;00000000000006019421;ATENDIDO
18096090;7896658007019;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096091;7896658001901;1;14/04/2022;1;1;00000000000018182418;ATENDIDO
18096091;7896658001918;2;14/04/2022;2;2;00000000000018182418;ATENDIDO
18096091;7896658020575;1;14/04/2022;0;;;PROBLEMAS DE ALVARÁ
18096091;7896658023224;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096092;7896658001925;3;14/04/2022;3;3;00000000000018182361;ATENDIDO
18096092;7896658003189;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096092;7896658009518;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096092;7896658023361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096093;7896658001901;2;14/04/2022;2;2;00000000000018181595;ATENDIDO
18096093;7896658030284;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096094;7896658002953;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096095;7896658002120;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096096;7896658002120;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096096;7896658019562;1;14/04/2022;1;1;00000000000018183969;ATENDIDO
18096096;7896658023132;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096097;7896658005305;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096098;7896658002946;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096098;7896658008764;1;14/04/2022;1;1;00000000000018183404;ATENDIDO
18096098;7896658027796;1;14/04/2022;1;1;00000000000018183404;ATENDIDO
18096099;7896658004704;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096100;7896658012303;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096101;7896658024146;1;14/04/2022;0;;;PROBLEMAS DE ALVARÁ
18096101;7896658031892;1;14/04/2022;0;;;PROBLEMAS DE ALVARÁ
18096102;7896658002229;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096102;7896658007019;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096102;7896658026195;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096102;7896658029608;1;14/04/2022;1;1;00000000000018183510;ATENDIDO
18096103;7896658000805;1;14/04/2022;1;1;00000000000018174220;ATENDIDO
18096103;7896658001925;1;14/04/2022;1;1;00000000000018174220;ATENDIDO
18096103;7896658023224;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096104;7896658001918;1;14/04/2022;1;1;00000000000018182579;ATENDIDO
18096104;7896658005305;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096104;7896658010187;1;14/04/2022;1;1;00000000000018182579;ATENDIDO
18096105;7896658002120;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096105;7896658002946;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096105;7896658030284;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096107;7896658001789;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096107;7896658001925;2;14/04/2022;2;2;00000000000018182595;ATENDIDO
18096107;7896658023132;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096107;7896658029394;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096108;7896658021640;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096108;7896658021732;1;14/04/2022;1;1;00000000000018182897;ATENDIDO
18096139;7896658018763;2;14/04/2022;2;2;00000000000007267711;ATENDIDO
18096142;7896658009532;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096157;7896181920410;2;14/04/2022;2;2;00000000000006886963;ATENDIDO
18096157;7896658011924;1;14/04/2022;1;1;00000000000006886963;ATENDIDO
18096157;7896658034985;2;14/04/2022;2;2;00000000000006886963;ATENDIDO
18096161;7896658002113;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096161;7896658002120;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096161;7896658011924;2;14/04/2022;2;2;00000000000006886850;ATENDIDO
18096161;7896658027130;3;14/04/2022;3;3;00000000000006886850;ATENDIDO
18096161;7896658029806;3;14/04/2022;3;3;00000000000006886850;ATENDIDO
18096161;7896658033643;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096162;7896658002229;2;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096162;7896658010286;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096164;7896181925859;4;14/04/2022;0;;;FALTA DE ESTOQUE
18096168;7896181911517;3;14/04/2022;3;3;00000000000001468771;ATENDIDO
18096168;7896181921011;6;14/04/2022;6;6;00000000000001468771;ATENDIDO
18096168;7896181921325;10;14/04/2022;10;10;00000000000001468771;ATENDIDO
18096168;7896181926696;1;14/04/2022;1;1;00000000000001468771;ATENDIDO
18096176;7896181913214;6;14/04/2022;6;6;00000000000018792504;ATENDIDO
18096188;7896658006401;1;14/04/2022;1;1;00000000000016075556;ATENDIDO
18096188;7896658021442;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096193;7896658000560;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096193;7896658016691;2;14/04/2022;2;2;00000000000004431220;ATENDIDO
18096193;7896658027130;1;14/04/2022;1;1;00000000000004431220;ATENDIDO
18096195;7896181908890;1;14/04/2022;1;1;00000000000006886914;ATENDIDO
18096195;7896181909071;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096195;7896658003554;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096195;7896658008801;1;14/04/2022;1;1;00000000000006886914;ATENDIDO
18096203;7896181901143;4;14/04/2022;4;4;00000000000007266412;ATENDIDO
18096203;7896181909248;2;14/04/2022;2;2;00000000000007266412;ATENDIDO
18096203;7896181922377;4;14/04/2022;0;;;FALTA DE ESTOQUE
18096217;7896658000652;1;14/04/2022;1;1;00000000000004431071;ATENDIDO
18096217;7896658000805;1;14/04/2022;1;1;00000000000004431071;ATENDIDO
18096233;7896658026195;5;14/04/2022;0;;;FALTA DE ESTOQUE
18096233;7896658030192;6;14/04/2022;6;6;00000000000006020961;ATENDIDO
18096235;7896658012341;1;14/04/2022;1;1;00000000000004430984;ATENDIDO
18096268;7896181922377;6;14/04/2022;0;;;FALTA DE ESTOQUE
18096275;7896658002120;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096275;7896658014321;2;14/04/2022;2;2;00000000000004430538;ATENDIDO
18096275;7896658020315;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096328;7896658001925;8;14/04/2022;8;8;00000000000006887337;ATENDIDO
18096330;7896658001079;1;14/04/2022;1;1;00000000000004430200;ATENDIDO
18096330;7896658005459;1;14/04/2022;1;1;00000000000004430200;ATENDIDO
18096332;7896658023361;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096354;7896181900122;200;14/04/2022;200;200;00000000000001469135;ATENDIDO
18096354;7896181907077;60;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096354;7896181918691;12;14/04/2022;0;;;FALTA DE ESTOQUE
18096354;7896181922711;12;14/04/2022;12;12;00000000000001469135;ATENDIDO
18096354;7896181924081;6;14/04/2022;0;;;FALTA DE ESTOQUE
18096356;7896181915171;1;14/04/2022;1;1;00000000000004429959;ATENDIDO
18096364;7896181901747;1;14/04/2022;1;1;00000000000004431388;ATENDIDO
18096364;7896658008788;1;14/04/2022;1;1;00000000000004431388;ATENDIDO
18096364;7896658019562;1;14/04/2022;1;1;00000000000004431388;ATENDIDO
18096364;7896658025532;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096364;7896658027079;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096369;7896658003189;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096369;7896658021121;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096374;7896658033094;1;14/04/2022;1;1;00000000000004430303;ATENDIDO
18096378;7896181915171;2;14/04/2022;2;2;00000000000004430973;ATENDIDO
18096378;7896658008825;1;14/04/2022;1;1;00000000000004430973;ATENDIDO
18096378;7896658009518;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096382;7896658038686;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096383;7896181901327;9;14/04/2022;9;9;00000000000006888509;ATENDIDO
18096383;7896181918424;6;14/04/2022;0;;;FALTA DE ESTOQUE
18096383;7896181928683;6;14/04/2022;6;6;00000000000006888509;ATENDIDO
18096384;7896181926788;2;14/04/2022;2;2;00000000000006888838;ATENDIDO
18096390;7896658009532;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096396;7896181901747;2;14/04/2022;2;2;00000000000016728159;ATENDIDO
18096397;7896658001925;12;14/04/2022;12;12;00000000000007268550;ATENDIDO
18096397;7896658020315;3;14/04/2022;3;3;00000000000007268550;ATENDIDO
18096404;7896658035289;3;14/04/2022;3;3;00000000000008285559;ATENDIDO
18096407;7896658009518;4;14/04/2022;0;;;FALTA DE ESTOQUE
18096409;7896658034886;1;14/04/2022;1;1;00000000000004431027;ATENDIDO
18096415;7896658021640;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096416;7896181908890;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096416;7896181922254;1;14/04/2022;1;1;00000000000004431353;ATENDIDO
18096416;7896658002120;9;14/04/2022;0;;;FALTA DE ESTOQUE
18096416;7896658003547;4;14/04/2022;0;;;FALTA DE ESTOQUE
18096416;7896658006043;1;14/04/2022;1;1;00000000000004431353;ATENDIDO
18096416;7896658014321;1;14/04/2022;1;1;00000000000004431353;ATENDIDO
18096421;7896181906612;12;14/04/2022;12;12;00000000000007267124;ATENDIDO
18096421;7896181909293;2;14/04/2022;2;2;00000000000007267124;ATENDIDO
18096422;7896658005466;5;14/04/2022;0;;;FALTA DE ESTOQUE
18096424;7896658005299;2;14/04/2022;2;2;00000000000007268511;ATENDIDO
18096425;7896658002120;2;14/04/2022;0;;;FALTA DE ESTOQUE
18096425;7896658023361;1;14/04/2022;1;1;00000000000004431049;ATENDIDO
18096431;7896658004704;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096431;7896658009518;7;14/04/2022;0;;;FALTA DE ESTOQUE
18096431;7896658021442;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096431;7896658033216;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096438;7896658010286;2;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096438;7896658021428;1;14/04/2022;1;1;00000000000006887889;ATENDIDO
18096442;7896181900115;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096442;7896658015380;1;14/04/2022;1;1;00000000000016728016;ATENDIDO
18096486;7896658001079;5;14/04/2022;5;5;00000000000006889394;ATENDIDO
18096486;7896658007170;2;14/04/2022;2;2;00000000000006889394;ATENDIDO
18096486;7896658007286;1;14/04/2022;1;1;00000000000006889394;ATENDIDO
18096487;7896658008849;1;14/04/2022;1;1;00000000000004431294;ATENDIDO
18096487;7898569763732;1;14/04/2022;1;1;00000000000004431294;ATENDIDO
18096488;7896658001925;8;14/04/2022;8;8;00000000000007268512;ATENDIDO
18096500;7896658021121;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096500;7896658036989;1;14/04/2022;1;1;00000000000016075688;ATENDIDO
18096501;7896658014604;1;14/04/2022;1;1;00000000000008283173;ATENDIDO
18096502;7896181907176;2;14/04/2022;2;2;00000000000008284984;ATENDIDO
18096502;7896658005305;2;14/04/2022;2;2;00000000000008284984;ATENDIDO
18096502;7896658006401;1;14/04/2022;1;1;00000000000008284984;ATENDIDO
18096502;7896658027796;2;14/04/2022;2;2;00000000000008284984;ATENDIDO
18096508;7896181920410;10;14/04/2022;10;10;00000000000004467875;ATENDIDO
18096519;7896658001918;44;14/04/2022;0;;;FALTA DE ESTOQUE
18096525;7896658021732;1;14/04/2022;1;1;00000000000008285546;ATENDIDO
18096528;7896181926788;3;14/04/2022;3;3;00000000000008285870;ATENDIDO
18096528;7896181927730;4;14/04/2022;4;4;00000000000008285870;ATENDIDO
18096532;7896181915171;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096532;7896658034541;1;14/04/2022;1;1;00000000000016727193;ATENDIDO
18096532;7896658036996;1;14/04/2022;1;1;00000000000016727193;ATENDIDO
18096533;7896181907497;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096533;7896658002700;1;14/04/2022;1;1;00000000000006886881;ATENDIDO
18096546;7896658008450;3;14/04/2022;0;;;LIMITE DE CRÉDITO EXCEDIDO
18096549;7896181918707;24;14/04/2022;24;24;00000000000001470255;ATENDIDO
18096554;7896658000805;1;14/04/2022;1;1;00000000000006890456;ATENDIDO
18096555;7896181916086;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096555;7896658006043;2;14/04/2022;2;2;00000000000006887195;ATENDIDO
18096555;7896658018862;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096570;7896181907497;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096570;7896658015724;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096570;7896658034206;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18096605;7896181913511;24;14/04/2022;0;;;LIMITE DE CRÉDITO EXCEDIDO
18096613;7896181915171;2;14/04/2022;2;2;00000000000008284730;ATENDIDO
18096616;7896658035265;1;14/04/2022;1;1;00000000000007266114;ATENDIDO
18096620;7896658023323;1;14/04/2022;1;1;00000000000007268294;ATENDIDO
18096620;7896658025129;1;14/04/2022;1;1;00000000000007268294;ATENDIDO
18096623;7896181927655;30;14/04/2022;0;;;FALTA DE ESTOQUE
18096630;7896658007309;1;14/04/2022;1;1;00000000000006887119;ATENDIDO
18096630;7896658030192;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096632;7896658026195;6;14/04/2022;0;;;FALTA DE ESTOQUE
18096632;7896658027604;1;14/04/2022;0;;;FALTA DE ESTOQUE
18096653;7896658036996;1;14/04/2022;1;1;00000000000006886712;ATENDIDO
18096656;7896181911128;12;14/04/2022;0;;;FALTA DE ESTOQUE
18096656;7896181928683;20;14/04/2022;0;;;FALTA DE ESTOQUE
18096656;7896181928836;24;14/04/2022;0;;;FALTA DE ESTOQUE
18096657;7896181909347;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096657;7896181924265;2;14/04/2022;2;2;00000000000006497759;ATENDIDO
18096657;7896181927068;3;14/04/2022;0;;;FALTA DE ESTOQUE
18096657;7896181928683;12;14/04/2022;0;;;FALTA DE ESTOQUE
18094585;7896658021640;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094589;7896658001925;26;14/04/2022;26;26;00000000000006016948;ATENDIDO
18094590;7896181907176;1;14/04/2022;1;1;00000000000016073638;ATENDIDO
18094590;7896658001789;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094624;7896181901150;10;14/04/2022;10;10;00000000000004466759;ATENDIDO
18094633;7896658011924;3;14/04/2022;3;3;00000000000016720924;ATENDIDO
18094633;7896658030345;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094677;7896181907572;2;14/04/2022;2;2;00000000000006493935;ATENDIDO
18094677;7896181918684;6;14/04/2022;6;6;00000000000006493935;ATENDIDO
18094678;7896658028366;1;14/04/2022;1;1;00000000000016075643;ATENDIDO
18094681;7896658027796;3;14/04/2022;3;3;00000000000006018373;ATENDIDO
18094694;7896181913252;12;14/04/2022;12;12;00000000000000427300;ATENDIDO
18094694;7896181913306;8;14/04/2022;0;;;FALTA DE ESTOQUE
18094694;7896181918417;12;14/04/2022;12;12;00000000000000427300;ATENDIDO
18094694;7896181924098;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094694;7896181928508;10;14/04/2022;10;10;00000000000000427300;ATENDIDO
18094702;7896181901143;4;14/04/2022;4;4;00000000000004467848;ATENDIDO
18094702;7896181906322;3;14/04/2022;3;3;00000000000004467848;ATENDIDO
18094702;7896181913252;16;14/04/2022;0;;;FALTA DE ESTOQUE
18094702;7896181920670;2;14/04/2022;2;2;00000000000004467848;ATENDIDO
18094702;7896181921325;6;14/04/2022;6;6;00000000000004467848;ATENDIDO
18094775;7896181928683;45;14/04/2022;0;;;FALTA DE ESTOQUE
18094840;7896181915027;5;14/04/2022;5;5;00000000000007267678;ATENDIDO
18094840;7896181928379;10;14/04/2022;0;;;FALTA DE ESTOQUE
18094843;7896181914280;10;14/04/2022;0;;;FALTA DE ESTOQUE
18094848;7896181907176;6;14/04/2022;6;6;00000000000016729883;ATENDIDO
18094852;7896181901341;6;14/04/2022;6;6;00000000000018184613;ATENDIDO
18094866;7896181913542;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094866;7896181924166;100;14/04/2022;0;;;FALTA DE ESTOQUE
18094870;7896181914303;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094874;7896181926788;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094877;7896181914280;12;14/04/2022;12;12;00000000000001470251;ATENDIDO
18094877;7896658036347;1;14/04/2022;1;1;00000000000001470251;ATENDIDO
18094883;7896181909361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094886;7896658025112;1;14/04/2022;1;1;00000000000018783773;ATENDIDO
18094888;7896181922285;5;14/04/2022;0;;;FALTA DE ESTOQUE
18094896;7896181901327;12;14/04/2022;12;12;00000000000001470263;ATENDIDO
18094896;7896181909293;1;14/04/2022;1;1;00000000000001470263;ATENDIDO
18094896;7896181914280;12;14/04/2022;12;12;00000000000001470263;ATENDIDO
18094905;7896181900351;12;14/04/2022;12;12;00000000000001468542;ATENDIDO
18094907;7896658001918;9;14/04/2022;9;9;00000000000018783814;ATENDIDO
18094918;7896181900122;6;14/04/2022;6;6;00000000000004467396;ATENDIDO
18094918;7896181901006;12;14/04/2022;0;;;FALTA DE ESTOQUE
18094918;7896181911159;2;14/04/2022;2;2;00000000000004467396;ATENDIDO
18094918;7896181918691;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094918;7896181919247;2;14/04/2022;2;2;00000000000004467396;ATENDIDO
18094918;7896658036347;2;14/04/2022;2;2;00000000000004467396;ATENDIDO
18094920;7896181907077;5;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094922;7896658005435;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094922;7896658005459;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094922;7896658023361;1;14/04/2022;1;1;00000000000000427079;ATENDIDO
18094924;7896658036057;2;14/04/2022;0;;;CLIENTE BLOQUEADO
18094925;7896181911036;10;14/04/2022;0;;;FALTA DE ESTOQUE
18094932;7896658038303;2;14/04/2022;2;2;00000000000001469600;ATENDIDO
18094933;7896658002113;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094933;7896658003189;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094933;7896658008825;2;14/04/2022;2;2;00000000000000427123;ATENDIDO
18094933;7896658023354;1;14/04/2022;1;1;00000000000000427123;ATENDIDO
18094933;7896658032431;2;14/04/2022;2;2;00000000000000427123;ATENDIDO
18094933;7896658038112;3;14/04/2022;3;3;00000000000000427123;ATENDIDO
18094934;7896181911036;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094940;7896181907077;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094942;7896181907077;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094948;7896181914280;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094952;7896181907077;2;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094954;7896181907626;1;14/04/2022;1;1;00000000000003051346;ATENDIDO
18094962;7896658004292;2;14/04/2022;2;2;00000000000000427001;ATENDIDO
18094962;7896658014321;2;14/04/2022;2;2;00000000000000427001;ATENDIDO
18094965;7896658023354;1;14/04/2022;1;1;00000000000018181565;ATENDIDO
18094966;7896181915034;3;14/04/2022;3;3;00000000000016072361;ATENDIDO
18094979;7896181908302;2;14/04/2022;2;2;00000000000016071741;ATENDIDO
18094985;7896181927044;3;14/04/2022;3;3;00000000000006018517;ATENDIDO
18094985;7896181929161;3;14/04/2022;3;3;00000000000006018517;ATENDIDO
18094990;7896181913542;2;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094995;7896181915171;2;14/04/2022;0;;;CLIENTE BLOQUEADO
18094996;7896658005435;4;14/04/2022;0;;;FALTA DE ESTOQUE
18095006;7896181900689;12;14/04/2022;12;12;00000000000006017283;ATENDIDO
18095006;7896181927037;50;14/04/2022;0;;;FALTA DE ESTOQUE
18095013;7896658030345;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095019;7896658001079;8;14/04/2022;8;8;00000000000000427032;ATENDIDO
18095019;7896658001666;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095019;7896658002960;1;14/04/2022;1;1;00000000000000427032;ATENDIDO
18095019;7896658008740;1;14/04/2022;1;1;00000000000000427032;ATENDIDO
18095019;7896658021725;1;14/04/2022;0;;;PRODUTO DESCONTINUADO
18095019;7896658023323;1;14/04/2022;1;1;00000000000000427032;ATENDIDO
18095019;7896658034404;1;14/04/2022;1;1;00000000000000427032;ATENDIDO
18095019;7896658035388;3;14/04/2022;3;3;00000000000000427032;ATENDIDO
18095020;7896658027703;1;14/04/2022;0;;;CLIENTE BLOQUEADO
18095027;7896658000089;1;14/04/2022;0;;;RESTRIÇÃO
18095028;7896181929178;2;14/04/2022;0;;;RESTRIÇÃO
18095028;7896658002212;2;14/04/2022;0;;;RESTRIÇÃO
18095028;7896658006401;1;14/04/2022;0;;;RESTRIÇÃO
18095045;7896658001918;2;14/04/2022;0;;;CLIENTE BLOQUEADO
18095053;7896658002700;2;14/04/2022;2;2;00000000000006493547;ATENDIDO
18095053;7896658002946;5;14/04/2022;0;;;FALTA DE ESTOQUE
18095059;7896181922285;3;14/04/2022;0;;;FALTA DE ESTOQUE
18095061;7896658008740;2;14/04/2022;2;2;00000000000000016026;ATENDIDO
18095061;7896658008788;3;14/04/2022;3;3;00000000000000016026;ATENDIDO
18095061;7896658012402;1;14/04/2022;1;1;00000000000000016026;ATENDIDO
18095065;7896181914280;7;14/04/2022;0;;;FALTA DE ESTOQUE
18095068;7896181914303;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095071;7896181922285;6;14/04/2022;0;;;FALTA DE ESTOQUE
18095075;7896658005459;3;14/04/2022;0;;;FALTA DE ESTOQUE
18095076;7896181922667;1;14/04/2022;0;;;FALTA DE ESTOQUE
18095076;7896181927693;1;14/04/2022;0;;;FALTA DE ESTOQUE
